,age,Country,A1,A2_translation,vague
55338,32,Germany,8.0,They have each other,Vague 2021
55339,64,France,8.0,Speed of file processing and response with an interesting rate,Vague 2021
55340,64,France,7.0,Any,Vague 2021
55341,49,Germany,5.0,good provider.,Vague 2021
55342,69,France,8.0,Ras,Vague 2021
55343,65,Germany,9.0,"Good conditions, good service",Vague 2021
55344,44,Germany,9.0,"They even give break, and good interest",Vague 2021
55345,55,Germany,8.0,Is simple and uncomplicated,Vague 2021
55346,47,France,9.0,Rate was very interesting and good contact,Vague 2021
55347,61,France,5.0,in,Vague 2021
55348,54,Germany,8.0,"Fast, uncomplicated processing.",Vague 2021
55349,41,Italy,5.0,They all do it the same,Vague 2021
55350,44,Germany,6.0,in,Vague 2021
55351,48,Germany,5.0,Quite satisfied but some flaws,Vague 2021
55352,32,Italy,7.0,everything perfect quick economic,Vague 2021
55353,30,Germany,4.0,x,Vague 2021
55354,31,Germany,5.0,,Vague 2021
55355,33,Italy,7.0,hnjghmjfg,Vague 2021
55356,37,Italy,8.0,Low interest,Vague 2021
55357,61,Germany,7.0,cheap rates,Vague 2021
55358,66,Germany,10.0,Overall good service and transaction,Vague 2021
55359,62,Germany,9.0,very good advice,Vague 2021
55360,72,France,10.0,"Speed, efficiency, information.",Vague 2021
55361,74,France,7.0,"Small credit to finance the purchase of shutters, therefore punctual",Vague 2021
55362,30,Germany,7.0,"It's cheap, but I don't like loans",Vague 2021
55363,55,Germany,9.0,always reliable and competent,Vague 2021
55364,41,Italy,8.0,Good interest financing,Vague 2021
55365,61,Germany,9.0,satisfaction,Vague 2021
55366,49,Germany,7.0,in,Vague 2021
55367,59,Germany,10.0,absolutely correct,Vague 2021
55368,53,Germany,9.0,"Fast, flexible, cheap",Vague 2021
55369,73,France,7.0,because I had no problem getting this loan,Vague 2021
55370,66,France,6.0,A little high credit rate,Vague 2021
55371,61,Germany,7.0,Great interest rate,Vague 2021
55372,71,Germany,8.0,Fast uncomplicated transaction...,Vague 2021
55373,61,Germany,5.0,"Since I'm self-employed, the requirement profile usually doesn't match my friends",Vague 2021
55374,42,Germany,7.0,"I'm satisfied so far, but the interest rates could be cheaper.",Vague 2021
55375,50,Germany,9.0,interest charges,Vague 2021
55376,49,Germany,7.0,I wasn't 100 percent satisfied,Vague 2021
55377,45,Germany,3.0,"I just chose the cheapest offer, I didn't care about the provider",Vague 2021
55378,58,France,7.0,No difficulties with the organization,Vague 2021
55379,59,Germany,7.0,Everyone has their own opinion,Vague 2021
55380,37,Germany,9.0,completely closed,Vague 2021
55381,68,Germany,10.0,Always good advice,Vague 2021
55382,47,France,10.0,good experience with this credit service,Vague 2021
55383,39,Germany,2.0,"At the conclusion, an attempt was made to cheat and a horrendously expensive payment protection insurance was taken out, which had never been mentioned before",Vague 2021
55384,32,Germany,6.0,Good conditions,Vague 2021
55385,30,Germany,7.0,Good value for money,Vague 2021
55386,67,Italy,4.0,too expensive,Vague 2021
55387,63,Germany,7.0,Well-functioning financing options.,Vague 2021
55388,36,Germany,6.0,I'm too happy,Vague 2021
55389,66,Germany,5.0,-,Vague 2021
55390,53,Germany,8.0,"Great advice, everyone is always nice and friendly. If you send an email to us, you will be answered quickly",Vague 2021
55391,52,Germany,10.0,uncomplicated and quick processing,Vague 2021
55392,36,Germany,9.0,Thanks,Vague 2021
55393,59,Germany,10.0,I am very satisfied and everything is going the way I imagined,Vague 2021
55394,33,Italy,2.0,various,Vague 2021
55395,31,Germany,9.0,Uncomplicated handling of most concerns via app,Vague 2021
55396,70,France,8.0,Attractive tzux financing at the time of vehicle purchase,Vague 2021
55397,67,Germany,8.0,everything runs without problems,Vague 2021
55398,20,Germany,7.0,He is a good time to see,Vague 2021
55399,26,Italy,9.0,Good service,Vague 2021
55400,70,Germany,8.0,in,Vague 2021
55401,47,Germany,9.0,I'm highly pleased with the service,Vague 2021
55402,32,France,5.0,do not know,Vague 2021
55403,56,France,9.0,"Interesting rate, quick to obtain",Vague 2021
55404,60,Germany,8.0,Faster and easier conclusion on good terms,Vague 2021
55405,55,Germany,9.0,Is a bank that gives you good advice and has good offers.,Vague 2021
55406,31,Germany,8.0,nothing,Vague 2021
55407,62,Germany,5.0,I generally do not recommend loans.,Vague 2021
55408,44,Germany,10.0,"am very satisfied with the products, with the customer service",Vague 2021
55409,74,Germany,9.0,I've been a satisfied customer at targobank for a number of years,Vague 2021
55410,68,Germany,8.0,Everything went smoothly from the application to the payment in three days,Vague 2021
55411,57,Germany,10.0,"Good service and good advice, fast processing",Vague 2021
55412,53,Germany,9.0,"no problems, fair conditions, all online",Vague 2021
55413,33,Italy,8.0,Hggyy,Vague 2021
55414,29,Germany,5.0,-,Vague 2021
55415,77,Germany,9.0,"Very good advice, individually tailored installments for the repayment, relatively low interest rates",Vague 2021
55416,33,Germany,10.0,the low interest rates and the supply,Vague 2021
55417,58,Germany,9.0,"Good advice, friendliness, no stress, low interest rates, flex, repayment",Vague 2021
55418,47,Germany,10.0,Good advice and quick processing,Vague 2021
55419,33,Germany,8.0,it is good,Vague 2021
55420,70,Germany,7.0,It works very well but it's not really my style,Vague 2021
55421,30,Germany,9.0,cheapest loan in comparison,Vague 2021
55422,70,Germany,8.0,"Some points deducted, because the interest rates are not too cheap.",Vague 2021
55423,48,Germany,7.0,I do not know,Vague 2021
55424,53,Germany,9.0,Gite experiences so far,Vague 2021
55425,24,Germany,8.0,Expensive prices,Vague 2021
55426,52,Germany,9.0,Relatively transparent but very lending-friendly.,Vague 2021
55427,54,Germany,8.0,"Smooth processing, competent advice",Vague 2021
55428,32,Germany,6.0,is mediocre,Vague 2021
55429,66,Italy,6.0,I haven't had any problems but the rate and fees don't seem particularly affordable,Vague 2021
55430,51,Italy,5.0,The additional costs of financing,Vague 2021
55431,57,Germany,0.0,Never recommend,Vague 2021
55432,28,Germany,7.0,It took a long time to process my loan,Vague 2021
55433,47,Germany,10.0,price-performance top,Vague 2021
55434,57,Germany,10.0,Uncomplicated and customer-friendly,Vague 2021
55435,47,Germany,8.0,Because my evaluation is logical.,Vague 2021
55436,60,Germany,10.0,easy,Vague 2021
55437,72,Germany,10.0,Super,Vague 2021
55438,52,Germany,6.0,Credit is never good,Vague 2021
55439,52,Germany,10.0,"Easy approval, easy to apply Fast availability",Vague 2021
55440,57,France,8.0,No problem,Vague 2021
55441,58,Germany,10.0,Had no problems,Vague 2021
55442,58,Germany,5.0,"What bothers me is that I can only do online banking. Unfortunately, this does not work and there is no personal contact person by phone",Vague 2021
55443,50,Germany,8.0,uncomplicated,Vague 2021
55444,57,Germany,6.0,fair treatment,Vague 2021
55445,53,Germany,5.0,interest rate too high,Vague 2021
55446,71,Germany,9.0,Good customer service,Vague 2021
55447,61,Germany,8.0,Very good conditions,Vague 2021
55448,25,Germany,9.0,Days,Vague 2021
55449,26,Italy,7.0,It was the only one available,Vague 2021
55450,21,Italy,5.0,no,Vague 2021
55451,35,Germany,3.0,Are all well taken care of,Vague 2021
55452,34,Italy,7.0,rw anae5,Vague 2021
55453,67,France,8.0,Ease of procedures,Vague 2021
55454,54,Germany,1.0,no longer attractive,Vague 2021
55455,62,Germany,2.0,too expensive,Vague 2021
55456,68,Germany,8.0,received quickly and unbureaucratically,Vague 2021
55457,73,Germany,5.0,"we signed a contract, pay the installments and that's all.",Vague 2021
55458,51,France,5.0,A BAD EXPERIENCE IN THE PAST,Vague 2021
55459,67,Germany,10.0,targobank helped me out of an emergency,Vague 2021
55460,43,France,6.0,I AM SATISFIED,Vague 2021
55461,50,Germany,7.0,Good advice,Vague 2021
55462,33,Germany,5.0,"Good interest, good advice",Vague 2021
55463,70,France,8.0,PERFECT,Vague 2021
55464,63,Germany,8.0,happy there so far,Vague 2021
55465,43,Germany,2.0,bad interest rates,Vague 2021
55466,45,Germany,9.0,"Just runs. However, asking for credit insurance gave the point deduction",Vague 2021
55467,49,Germany,1.0,as well,Vague 2021
55468,72,Germany,8.0,Good service,Vague 2021
55469,38,Italy,8.0,Fast and instant credit opening,Vague 2021
55470,21,Germany,6.0,I do not know,Vague 2021
55471,69,Germany,6.0,good handling,Vague 2021
55472,34,Germany,3.0,"bad interest rates for loans, otherwise also more expensive than most others.",Vague 2021
55473,60,Germany,9.0,very light and good financing,Vague 2021
55474,31,Germany,7.0,Hassle-free processing,Vague 2021
55475,38,Germany,8.0,Am satisfied,Vague 2021
55476,58,Germany,8.0,Good experiences,Vague 2021
55477,73,Germany,7.0,so far there have been no problems since the financing of the car,Vague 2021
55478,36,Germany,8.0,"I like the flexible rates, but the interest rates are a bit high",Vague 2021
55479,42,Germany,10.0,"Good conditions, renowned provider",Vague 2021
55480,21,Germany,6.0,I said I did too,Vague 2021
55481,73,Germany,10.0,"Super conditions, best support and easy processing",Vague 2021
55482,26,Germany,7.0,Always reliable,Vague 2021
55483,41,Germany,10.0,Good,Vague 2021
55484,25,Germany,8.0,Because it's good.,Vague 2021
55485,67,France,5.0,expensive credit,Vague 2021
55486,51,Germany,9.0,"Good value for money, uncomplicated",Vague 2021
55487,76,Germany,8.0,simple conclusion on the best terms,Vague 2021
55488,78,Germany,8.0,"There should probably be cheaper suppliers, but I had bought a VW and the seller dealt directly with VW Bank.",Vague 2021
55489,50,Italy,8.0,"Excellent service, good conditions for granting financing",Vague 2021
55490,43,Germany,9.0,Good service,Vague 2021
55491,60,Germany,7.0,free credit card,Vague 2021
55492,48,Germany,5.0,nothing,Vague 2021
55493,72,France,7.0,CREDIT GRANTED WITHOUT TOO MUCH DIFFICULTY AND WHICH IS RUNNING NORMALLY,Vague 2021
55494,28,Germany,10.0,because it's awesome,Vague 2021
55495,58,Germany,8.0,"Best service, but no interest rates in line with the market.",Vague 2021
55496,59,Italy,6.0,a little too expensive,Vague 2021
55497,58,Germany,8.0,good experiences,Vague 2021
55498,66,Germany,5.0,get no credit,Vague 2021
55499,67,Italy,8.0,in my opinion they are serious and clear,Vague 2021
55500,45,Germany,8.0,quality is right,Vague 2021
55501,52,Germany,8.0,"Easy application, fast payout",Vague 2021
55502,36,France,7.0,,Vague 2021
55503,45,Germany,9.0,sure pays off,Vague 2021
55504,46,Germany,8.0,"Good customer service, fast processing",Vague 2021
55505,59,Germany,8.0,"If you absolutely need a loan, this provider would be a real alternative to the other banks.",Vague 2021
55506,67,Germany,10.0,The Targobank is the best bank I have ever had.,Vague 2021
55507,62,Germany,5.0,not my favorite bank,Vague 2021
55508,48,Germany,8.0,Everyone has to decide for themselves.,Vague 2021
55509,72,Germany,8.0,never had any problems,Vague 2021
55510,49,France,9.0,no problem with them,Vague 2021
55511,57,Italy,8.0,"Good service, fast enough. Unlike other companies",Vague 2021
55512,31,Germany,10.0,So far I am satisfied with the service and conditions there,Vague 2021
55513,70,Germany,10.0,I am very pleased,Vague 2021
55514,49,Germany,7.0,The bank is definitely on the short list,Vague 2021
55515,31,Germany,9.0,"Low interest rate, fast processing, good service",Vague 2021
55516,60,Germany,9.0,good experience,Vague 2021
55517,35,Germany,7.0,Good quality,Vague 2021
55518,59,France,8.0,"serious, reliable but I never give 10",Vague 2021
55519,71,France,8.0,I haven't had any problems with the credit agency for almost 3 years,Vague 2021
55520,59,Germany,7.0,A low interest rate and fast approval or processing,Vague 2021
55521,47,Germany,8.0,looks high quality,Vague 2021
55522,66,Germany,8.0,I do not know,Vague 2021
55523,44,Germany,8.0,smoothly process,Vague 2021
55524,67,Germany,9.0,Uncomplicated processing of the loan application and fast payout,Vague 2021
55525,46,Germany,9.0,does a lot of things right!,Vague 2021
55526,76,Germany,5.0,Reliable,Vague 2021
55527,59,Germany,0.0,make no recommendation,Vague 2021
55528,43,Italy,7.0,reliable and fast,Vague 2021
55529,55,France,5.0,vvvvb  vbvbv vb b,Vague 2021
55530,57,Germany,4.0,"Unfortunately, the interest rates at Barclay are far too high.",Vague 2021
55531,58,Germany,9.0,I have used this form of credit several times and have never had any problems with it,Vague 2021
55532,46,Germany,5.0,Hjkh67hhvhhb,Vague 2021
55533,61,Germany,10.0,Klarna is a Swedish company with many advantages for the customer,Vague 2021
55534,48,Germany,7.0,easy communication,Vague 2021
55535,47,Germany,8.0,is sometimes better than a loan from the bank,Vague 2021
55536,53,Germany,7.0,"I'm satisfied so far, but there could be better interest rates",Vague 2021
55537,68,Germany,10.0,The whole thing went without any problems and quickly,Vague 2021
55538,58,France,6.0,RELATIVELY SATISFIED,Vague 2021
55539,71,France,8.0,"I had no problem with them. It must also be said that I repaid on time. This formula is practical for me, it allows me to finance work that I may not do without it",Vague 2021
55540,42,Germany,9.0,Reliable and fair,Vague 2021
55541,26,Germany,5.0,who,Vague 2021
55542,53,Germany,8.0,it's so,Vague 2021
55543,36,Germany,8.0,very good,Vague 2021
55544,36,Germany,10.0,Am satisfied,Vague 2021
55545,59,France,7.0,average interest rate,Vague 2021
55546,24,Germany,7.0,Good,Vague 2021
55547,54,Germany,6.0,I can not say exactly,Vague 2021
55548,43,Italy,8.0,because it is reliable,Vague 2021
55549,58,Germany,9.0,you collect payback points,Vague 2021
55550,65,Germany,10.0,Good interest rates and hassle-free payouts when buying a car,Vague 2021
55551,36,Italy,5.0,It doesn't matter to me,Vague 2021
55552,45,Germany,7.0,Good,Vague 2021
55553,29,Italy,7.0,without infamy or glory,Vague 2021
55554,70,France,8.0,good relationship - fast,Vague 2021
55555,83,Germany,8.0,Very good experience,Vague 2021
55556,61,Germany,9.0,Everything is alright,Vague 2021
55557,24,Germany,4.0,nw,Vague 2021
55558,59,Germany,8.0,caters to the needs of the customer,Vague 2021
55559,58,Germany,8.0,good fast processing,Vague 2021
55560,70,Germany,8.0,Many stores do not accept Amex,Vague 2021
55561,76,France,7.0,We had a problem and we thought we would receive compensation but we were misinformed,Vague 2021
55562,57,Germany,5.0,Therefore,Vague 2021
55563,39,Germany,10.0,Top Service,Vague 2021
55564,50,Germany,9.0,Good advice and cheap,Vague 2021
55565,25,Italy,6.0,Expensive prices,Vague 2021
55566,53,Germany,5.0,Therefore,Vague 2021
55567,58,Germany,10.0,Because she is competent,Vague 2021
55568,55,Germany,4.0,credit card was not wanted,Vague 2021
55569,67,Germany,3.0,"Inflexible, sometimes too high interest rates",Vague 2021
55570,74,Italy,9.0,Quickness of the operation.,Vague 2021
55571,51,Germany,0.0,too high interest rates,Vague 2021
55572,30,Germany,9.0,Very innovative,Vague 2021
55573,38,Germany,8.0,Solid advice,Vague 2021
55574,69,Germany,1.0,still have high interest rates,Vague 2021
55575,74,Germany,9.0,price/performance ok,Vague 2021
55576,56,Germany,9.0,I am very satisfied with Klarna,Vague 2021
55577,55,Germany,7.0,was quite happy with it,Vague 2021
55578,63,Germany,10.0,"Because we got a loan without any problems, there were no problems",Vague 2021
55579,89,Germany,9.0,good conditions flexible in repayment agreements and faster repayment,Vague 2021
55580,41,Germany,8.0,The service was very good and so were the conditions.,Vague 2021
55581,72,Germany,10.0,I've only had good experiences,Vague 2021
55582,60,Germany,10.0,Very good advice and low interest rates.,Vague 2021
55583,62,France,8.0,ras,Vague 2021
55584,60,Germany,5.0,everyone has to know for themselves,Vague 2021
55585,60,Germany,7.0,X,Vague 2021
55586,43,Germany,9.0,I am very happy with this bench.,Vague 2021
55587,58,Germany,10.0,Serious and informative way of communication as well as transparent loan processing,Vague 2021
55588,59,Italy,6.0,No one in particular.....,Vague 2021
55589,60,Germany,8.0,Good service. time in conversations. Individual solutions.,Vague 2021
55590,62,France,9.0,not encountered any particular problem for a loan at rate 0 over 36 months,Vague 2021
55591,43,Italy,6.0,Author's number,Vague 2021
55592,63,Germany,6.0,I'd rather not,Vague 2021
55593,39,Germany,10.0,user friendly,Vague 2021
55594,69,Germany,10.0,Good conditions,Vague 2021
55595,34,Germany,10.0,Good,Vague 2021
55596,43,Germany,0.0,I'm not in the mood to rate,Vague 2021
55597,67,Germany,8.0,"Everything went smoothly, good conditions",Vague 2021
55598,54,Italy,8.0,byuona,Vague 2021
55599,38,Germany,10.0,in,Vague 2021
55600,71,Germany,8.0,I've had good experiences over the years,Vague 2021
55601,31,Germany,9.0,Very good and quality,Vague 2021
55602,66,Germany,10.0,was very detailed and well advised,Vague 2021
55603,52,Germany,9.0,Never had any problems until now,Vague 2021
55604,53,Germany,8.0,quick and easy,Vague 2021
55605,40,Germany,7.0,Good conditions,Vague 2021
55606,53,Germany,10.0,kjllkhlhljh,Vague 2021
55607,35,Germany,10.0,"Convenient payment in installments, good service",Vague 2021
55608,52,Germany,9.0,Everything went very quickly and unbureaucratically,Vague 2021
55609,73,France,7.0,good,Vague 2021
55610,48,Italy,4.0,I really don't know,Vague 2021
55611,53,Germany,4.0,the service wasn't that great,Vague 2021
55612,57,Germany,10.0,I do not know,Vague 2021
55613,55,Germany,7.0,everyone has to decide for themselves,Vague 2021
55614,70,Germany,5.0,make no suggestions,Vague 2021
55615,74,Germany,0.0,I never recommend,Vague 2021
55616,49,Italy,9.0,many,Vague 2021
55617,77,France,7.0,nice shot of control,Vague 2021
55618,49,Germany,9.0,I am happy,Vague 2021
55619,65,Germany,8.0,Good advice Relatively favorable conditions Good service,Vague 2021
55620,56,Germany,8.0,Good conditions,Vague 2021
55621,44,Germany,8.0,experience in recent times,Vague 2021
55622,49,Germany,10.0,The satisfaction,Vague 2021
55623,72,Germany,10.0,is reliable,Vague 2021
55624,61,Germany,10.0,Very good condition,Vague 2021
55625,65,France,10.0,I am delighted about it,Vague 2021
55626,60,Germany,9.0,I am happy,Vague 2021
55627,31,Germany,7.0,thumb,Vague 2021
55628,59,Germany,10.0,is the most interesting,Vague 2021
55629,53,Germany,8.0,Good and cheap.,Vague 2021
55630,39,Germany,8.0,is customer friendly,Vague 2021
55631,44,Germany,10.0,Everything great,Vague 2021
55632,57,Germany,0.0,extremely high processing fee,Vague 2021
55633,56,Germany,6.0,because at the moment almost all branches in the country are closed and it is difficult to reach an advisor immediately,Vague 2021
55634,64,Germany,10.0,"Super interest, from private",Vague 2021
55635,37,Germany,3.0,"Interest rates too high, unfavorable conditions. Had bad experiences with advisors in the past (maybe was Citibank, advisors remain the same)",Vague 2021
55636,40,France,7.0,Rather satisfied,Vague 2021
55637,49,Germany,5.0,Therefore,Vague 2021
55638,52,Germany,8.0,"uncomplicated, fast payout",Vague 2021
55639,64,Germany,9.0,great thing,Vague 2021
55640,69,Germany,5.0,Extremely high fees could not be seen in advance,Vague 2021
55641,45,Germany,5.0,in,Vague 2021
55642,26,Germany,5.0,Good,Vague 2021
55643,66,Germany,7.0,good bank only the car dealer did not make a good deal for us,Vague 2021
55644,46,Germany,9.0,I like best,Vague 2021
55645,65,Germany,9.0,c b yxcbcdbysdbvd,Vague 2021
55646,58,Germany,6.0,"favorable interest rate, g",Vague 2021
55647,49,Germany,9.0,trust,Vague 2021
55648,75,Italy,9.0,Loan with very low interest,Vague 2021
55649,61,Germany,5.0,simple and detailed explanations,Vague 2021
55650,54,Germany,7.0,Everything went well,Vague 2021
55651,67,Germany,8.0,satisfaction,Vague 2021
55652,44,Germany,6.0,Crates are not cheap. But ey has been my house bank for years,Vague 2021
55653,27,Italy,5.0,nnn,Vague 2021
55654,47,Germany,6.0,Completed easily and quickly,Vague 2021
55655,36,Germany,7.0,No,Vague 2021
55656,77,Germany,10.0,"I've been a very satisfied customer of Haspa in Hamburg since 1985, so the loan wasn't a problem either.",Vague 2021
55657,54,Germany,6.0,"Interest rate too high, inflexible, changes are not processed quickly",Vague 2021
55658,40,Germany,6.0,"Well, the bank is already good",Vague 2021
55659,63,Germany,8.0,it feels smooth. But it's annoying that the one that was sent with the loan should also be used. There are always calls about this,Vague 2021
55660,36,Italy,7.0,Seriousness,Vague 2021
55661,52,Germany,9.0,They provide cash loans without any problems at good interest rates in convenient installments,Vague 2021
55662,43,Italy,6.0,ghd,Vague 2021
55663,75,Germany,,The Targobank is very reliable,Vague 2021
55664,22,Germany,8.0,Reliable,Vague 2021
55665,67,Germany,8.0,"reliable, good opportunity to buy right away",Vague 2021
55666,52,Germany,8.0,because I don't know if there are better conditions at other banks,Vague 2021
55667,33,Germany,6.0,,Vague 2021
55668,72,Germany,7.0,Good,Vague 2021
55669,65,Germany,9.0,always an open ear. fast and friendly,Vague 2021
55670,66,Germany,8.0,there is always something to improve.,Vague 2021
55671,49,Germany,9.0,Very good processing and favorable conditions,Vague 2021
55672,38,Germany,9.0,Top processing,Vague 2021
55673,39,Italy,7.0,Quality ratio,Vague 2021
55674,67,Italy,6.0,I think it is sufficient,Vague 2021
55675,62,Germany,10.0,clear and uncomplicated processing,Vague 2021
55676,59,Italy,8.0,Transparency and clarity of financing with integrated services.,Vague 2021
55677,62,France,8.0,Because it's simple,Vague 2021
55678,37,Germany,0.0,therefore,Vague 2021
55679,77,Germany,8.0,"very solution-oriented, emphatic treatment. I felt like a partner.",Vague 2021
55680,42,France,8.0,Reliable and competitive organization,Vague 2021
55681,67,Germany,5.0,average service,Vague 2021
55682,38,Germany,8.0,good interest,Vague 2021
55683,59,Germany,10.0,"comfort, service",Vague 2021
55684,60,Germany,7.0,higher interest rates are charged,Vague 2021
55685,56,Germany,8.0,satisfaction,Vague 2021
55686,50,Germany,10.0,"Competent, personal, good interest rates",Vague 2021
55687,55,France,7.0,Nothing to say,Vague 2021
55688,47,Germany,8.0,I received great advice and everything was explained to me,Vague 2021
55689,44,France,6.0,Do not know,Vague 2021
55690,61,Germany,10.0,Satisfied customer for years,Vague 2021
55691,55,Germany,8.0,everything's OK,Vague 2021
55692,67,Germany,9.0,"Very simple, very quick decision. The whole process took less than 30 minutes.",Vague 2021
55693,65,Germany,10.0,I'm perfectly satisfied,Vague 2021
55694,60,Germany,7.0,we later have a problem with the installment amount,Vague 2021
55695,74,France,8.0,low rate,Vague 2021
55696,63,Germany,9.0,drum,Vague 2021
55697,31,Germany,7.0,X,Vague 2021
55698,68,Germany,5.0,My family earns enough money that they don't need credit.,Vague 2021
55699,56,France,8.0,loans are expensive whatever the conditions,Vague 2021
55700,59,France,6.0,Lots of paper to provide,Vague 2021
55701,28,Germany,7.0,I find the customer service very good.,Vague 2021
55702,48,France,4.0,"fees too high, no communication",Vague 2021
55703,61,Germany,7.0,is a partner,Vague 2021
55704,52,Germany,10.0,Good conditions,Vague 2021
55705,66,France,10.0,I'm satisfied,Vague 2021
55706,45,France,6.0,I am satisfied but no direct relationship with them,Vague 2021
55707,38,Italy,6.0,I like,Vague 2021
55708,57,Germany,10.0,good service,Vague 2021
55709,54,France,8.0,I never had a problem with,Vague 2021
55710,33,Germany,10.0,We were very satisfied with the advice,Vague 2021
55711,60,France,7.0,CREDIT WITH QUICK RESPONSE,Vague 2021
55712,50,Germany,7.0,good experience,Vague 2021
55713,71,Germany,7.0,in,Vague 2021
55714,26,France,8.0,,Vague 2021
55715,45,Germany,6.0,only this way,Vague 2021
55716,45,Germany,7.0,Friendly and competent advice,Vague 2021
55717,31,France,7.0,,Vague 2021
55718,35,Germany,9.0,It's very helpful and practical,Vague 2021
55719,38,Germany,8.0,reputable under market interest rate,Vague 2021
55720,51,Italy,6.0,That's pretty good,Vague 2021
55721,33,France,8.0,good rate,Vague 2021
55722,31,Germany,9.0,Good fire,Vague 2021
55723,65,Germany,9.0,asdASD,Vague 2021
55724,61,Germany,10.0,good service,Vague 2021
55725,69,Germany,8.0,"In my opinion, the cost-interest ratio is not optimal",Vague 2021
55726,46,Italy,8.0,Great,Vague 2021
55727,76,Germany,10.0,good service Always willing to help,Vague 2021
55728,41,Germany,9.0,Very competent and trustworthy,Vague 2021
55729,42,Germany,7.0,am satisfied,Vague 2021
55730,57,Germany,5.0,"In general, I am not a person who would recommend banks or who can. Since I have too little idea.",Vague 2021
55731,46,Germany,7.0,I am satisfied so far,Vague 2021
55732,51,Germany,7.0,good offer,Vague 2021
55733,58,Germany,5.0,Good service,Vague 2021
55734,52,Germany,10.0,Super Service,Vague 2021
55735,39,Italy,7.0,No problems found,Vague 2021
55736,61,Germany,4.0,not serious,Vague 2021
55737,51,Germany,7.0,Is my impression based on 11 years,Vague 2021
55738,37,France,10.0,because you can even have discounts on different services thanks to diac,Vague 2021
55739,45,Germany,10.0,Uncomplicated and quick to process,Vague 2021
55740,32,Germany,10.0,satisfied,Vague 2021
55741,50,Germany,8.0,Reliable,Vague 2021
55742,57,Germany,5.0,.-.,Vague 2021
55743,49,Germany,9.0,Hassle-free processing,Vague 2021
55744,72,France,7.0,"Quick, easy",Vague 2021
55745,68,Germany,5.0,unfair bench,Vague 2021
55746,74,Germany,7.0,Everything went well,Vague 2021
55747,52,Germany,8.0,I am happy,Vague 2021
55748,38,Germany,6.0,it's OK,Vague 2021
55749,28,Germany,10.0,toll,Vague 2021
55750,66,Germany,10.0,"low interest rates, fast processing",Vague 2021
55751,27,Germany,3.0,J,Vague 2021
55752,68,France,8.0,no reason,Vague 2021
55753,66,Germany,9.0,The bank is very accommodating. She helped us a lot during the Corona crisis.,Vague 2021
55754,35,Germany,8.0,ok,Vague 2021
55755,65,Germany,9.0,good conditions,Vague 2021
55756,48,France,8.0,I know very little,Vague 2021
55757,42,Germany,9.0,Simple application,Vague 2021
55758,62,France,9.0,satisfied for several vehicles in recent years,Vague 2021
55759,49,Italy,8.0,You can skip a month if you have problems,Vague 2021
55760,33,Germany,8.0,The bench is good,Vague 2021
55761,40,Italy,6.0,As,Vague 2021
55762,65,Germany,9.0,am satisfied,Vague 2021
55763,20,France,10.0,100,Vague 2021
55764,70,France,3.0,Expensive,Vague 2021
55765,54,Germany,8.0,Everything went quickly and absolutely smoothly.,Vague 2021
55766,31,Germany,5.0,Good,Vague 2021
55767,62,Italy,9.0,I bought through amazon some products with installment payment and I was fine,Vague 2021
55768,28,Germany,4.0,Good service,Vague 2021
55769,53,Germany,10.0,I'm completely satisfied with the whole process,Vague 2021
55770,39,Germany,3.0,No information,Vague 2021
55771,33,France,1.0,I do not know,Vague 2021
55772,44,Germany,5.0,"The bank gave it with the car. I don't feel particularly good or bad right now. That will only become clear when the loan has been paid off, what the final processing will be like. Otherwise I don't have any contact with them",Vague 2021
55773,33,Germany,7.0,Uncomplicated and serious,Vague 2021
55774,32,Germany,9.0,too good,Vague 2021
55775,62,France,6.0,Ras,Vague 2021
55776,49,Italy,7.0,Good,Vague 2021
55777,32,Italy,4.0,from,Vague 2021
55778,58,Italy,9.0,Reliability,Vague 2021
55779,44,Germany,8.0,professional,Vague 2021
55780,57,Germany,7.0,Good service,Vague 2021
55781,55,Germany,10.0,Very good service,Vague 2021
55782,70,Germany,9.0,there are no problems there,Vague 2021
55783,57,Germany,2.0,The interest rates in the bank are way too high,Vague 2021
55784,59,Germany,8.0,"good service, local",Vague 2021
55785,63,Germany,7.0,Can easily pay in installments,Vague 2021
55786,66,Italy,7.0,Honest rates,Vague 2021
55787,55,Germany,5.0,,Vague 2021
55788,62,Germany,9.0,Because she is good,Vague 2021
55789,58,Germany,5.0,do not recommend anything,Vague 2021
55790,28,Germany,10.0,Super,Vague 2021
55791,66,Germany,9.0,Smoothly process,Vague 2021
55792,54,Germany,8.0,"uncomplicated, serious",Vague 2021
55793,63,Italy,8.0,I feel good with them,Vague 2021
55794,72,Germany,9.0,Only good experiences made.,Vague 2021
55795,54,Germany,5.0,Therefore,Vague 2021
55796,78,France,8.0,Credit obtained very quickly. No issues throughout the refund.,Vague 2021
55797,25,Germany,9.0,everything,Vague 2021
55798,66,Germany,8.0,unproblematic handling,Vague 2021
55799,54,Germany,7.0,Courteous competent,Vague 2021
55800,56,Italy,8.0,The loan included various insurance,Vague 2021
55801,32,Germany,10.0,Good service,Vague 2021
55802,61,Germany,5.0,"meanwhile, loans from the Sparkasse are not as cheap as they were when I got them",Vague 2021
55803,40,Germany,10.0,___,Vague 2021
55804,69,Germany,10.0,Everything went smoothly and I am very satisfied with the advice and implementation.,Vague 2021
